"rec","rep","D","D_ends","D_theory","R","R_theory","H","site"
"rr201611_045_WashingMachine_dem_low",8,2.39210556484841,2.37754822350024,2.37754822350024,1.51161429402813,1.17571837682025,0.472594022750854,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",9,2.35199361110935,2.34669787062691,2.34669787062691,1.66760380196922,1.22007835667476,0.59454607963562,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",10,2.42339528971806,2.42433901760323,2.42433901760323,1.57576778118824,1.19654398211931,0.427022695541382,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",11,2.4231021224944,2.41066793516674,2.41066793516674,1.66032107328638,1.22388265180957,0.480833053588867,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",12,2.4968422553682,2.49427100839282,2.49427100839282,1.54087272867731,1.1790047447038,0.318532943725586,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",13,2.20424633824659,2.17178253255252,2.17178253255252,1.89666863932864,1.29976381368769,1.29484486579895,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",14,2.3758192683649,2.375138894748,2.375138894748,1.47950457647543,1.15525453677188,0.445837020874023,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",15,2.23206915668356,2.24963451497521,2.24963451497521,1.64432376959566,1.22317784564966,0.838726282119751,"Washing Machine"
"rr201611_045_WashingMachine_dem_low",16,2.3960576749033,2.40600688563005,2.40600688563005,1.68418666544106,1.22514825059411,0.490182161331177,"Washing Machine"
"rr201611_046_NorthReef02_dem_low",1,2.11084654986444,2.08995771819256,2.08995771819256,1.34857239281524,1.08890108405568,0.892395973205566,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",2,2.14431753946294,2.14649891392989,2.14649891392989,1.31227888085892,1.1027513767878,0.791279554367065,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",3,2.24356328346417,2.223486087708,2.223486087708,1.24980991139224,1.08595793933982,0.552027463912964,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",4,2.29994872875029,2.28717613482111,2.28717613482111,1.17351018970615,1.05642708693677,0.356124877929688,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",5,2.25635049060962,2.28206089184233,2.28206089184233,1.32423995253548,1.07857541188231,0.430058240890503,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",6,2.35739877489246,2.35938891867293,2.35938891867293,1.1519345368219,1.05042072742037,0.261719942092896,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",7,2.14093323693726,2.13634567391951,2.13634567391951,1.31971942578383,1.09222563124481,0.774558782577515,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",8,2.05532247832755,2.03636006448878,2.03636006448878,1.3668236559912,1.10063653582248,1.14649176597595,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",9,2.1658560250043,2.16393287256054,2.16393287256054,1.23285344390226,1.06178732375119,0.571969747543335,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",10,2.18586495869676,2.15584961208245,2.15584961208245,1.4851315889118,1.09612499976888,0.739766597747803,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",11,2.19832234913725,2.21524625948734,2.21524625948734,1.61634065560029,1.16250383606676,0.795201778411865,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",12,2.10222553345667,2.0984935108563,2.0984935108563,1.36593699047797,1.11092849970898,0.972872257232666,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",13,2.14149965082208,2.13001391934986,2.13001391934986,1.16117208142529,1.04639243848068,0.555357456207275,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",14,2.22860830369136,2.21810200189154,2.21810200189154,1.13843112959922,1.04543597994086,0.404912948608398,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",15,2.22961564899736,2.22754128304018,2.22754128304018,1.20559809825981,1.06528626976135,0.47202205657959,"North Reef 2"
"rr201611_046_NorthReef02_dem_low",16,2.10947145696362,2.10602727570819,2.10602727570819,1.33244389301492,1.12089452723209,0.991792678833008,"North Reef 2"
"rr201611_049_NorthReef01_dem_low",1,2.20029380854405,2.20788632079245,2.20788632079245,1.44583254198851,1.10649912971919,0.651776313781738,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",2,2.22953486237609,2.22255100756128,2.22255100756128,1.40447687308907,1.08292471576452,0.543564558029175,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",3,2.0977391218949,2.07691969600332,2.07691969600332,1.17308870592139,1.04430163733682,0.652006149291992,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",4,2.08032986318891,2.06103463258037,2.06103463258037,1.26892895918943,1.07128716598978,0.879639148712158,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",5,2.2341603305086,2.25711252759877,2.25711252759877,1.39759718052099,1.13785072360783,0.629861831665039,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",6,2.14322563316141,2.15088120298226,2.15088120298226,1.21434898170401,1.06929878251047,0.63492226600647,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",7,2.1480038635438,2.15004046442973,2.15004046442973,1.14534040576464,1.04918232251865,0.533834218978882,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",8,2.29279351044066,2.29414675252133,2.29414675252133,1.26289110746929,1.0795782144184,0.415140151977539,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",9,2.16604228395392,2.17940880093789,2.17940880093789,1.37689448780833,1.12161291146602,0.771490812301636,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",10,2.19098043876143,2.18707567105342,2.18707567105342,1.21418474317493,1.06799208006003,0.554589509963989,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",11,2.26519286980607,2.29123585913118,2.29123585913118,1.18453211186785,1.05773657843727,0.355313539505005,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",12,2.32817623727007,2.32082928363183,2.32082928363183,1.2121382204326,1.06520159899253,0.341396570205688,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",13,2.20501004543874,2.19833371652438,2.19833371652438,1.23662529057859,1.07096308887273,0.545287370681763,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",14,2.3425359169278,2.33882200502337,2.33882200502337,1.17450290631447,1.05223210842691,0.286186456680298,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",15,2.29880089026055,2.30380587613354,2.30380587613354,1.12234306610896,1.03956561839006,0.280349254608154,"North Reef 1"
"rr201611_049_NorthReef01_dem_low",16,2.19594384867831,2.18393209582425,2.18393209582425,1.15693262965263,1.05829380681985,0.517922163009644,"North Reef 1"
"rr201611_050_horsehoe_DEM_low",1,2.32627453900136,2.31242085507052,2.31242085507052,2.36283418479332,1.44521471341889,0.999419927597046,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",2,2.29300893399446,2.29497405825301,2.29497405825301,2.47102257042728,1.48716275876229,1.12009263038635,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",3,2.34820991492127,2.33622577599813,2.33622577599813,1.77937073782328,1.26167322408835,0.67853045463562,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",4,2.35873586138072,2.35051257122843,2.35051257122843,1.51908755785288,1.17490445305837,0.517715930938721,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",5,2.20782165768718,2.216922700922,2.216922700922,2.26902117473968,1.32987086640366,1.16918087005615,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",6,2.21356069028217,2.20910422600401,2.20910422600401,2.05518545919093,1.28075499646596,1.09651565551758,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",7,2.22353903609544,2.24064429456464,2.24064429456464,1.86025843599143,1.26049608752773,0.942631006240845,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",8,2.33472543757787,2.29367297550816,2.29367297550816,1.55991081871443,1.1665199245965,0.613956451416016,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",9,2.25164055861726,2.23552104819689,2.23552104819689,1.84520134032804,1.28014056717617,0.999353885650635,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",10,2.26753571660496,2.28153737679641,2.28153737679641,2.61251039911988,1.45906553704584,1.13269090652466,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",11,2.23544777580241,2.24735335148455,2.24735335148455,2.11336227293831,1.30033530435256,0.997561931610107,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",12,2.29087162531501,2.27010734156804,2.27010734156804,1.82489498280191,1.25487688087778,0.840852022171021,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",13,2.18172021020407,2.18867313759919,2.18867313759919,2.33061148365419,1.36746161165773,1.37186408042908,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",14,2.29105171649856,2.2946937702047,2.2946937702047,2.35780101434358,1.41139718375564,1.01449918746948,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",15,2.24658690566794,2.24260110222246,2.24260110222246,1.95787119466812,1.2940296768381,1.00204920768738,"Horseshoe"
"rr201611_050_horsehoe_DEM_low",16,2.23234116722752,2.24400558943568,2.24400558943568,1.91457759913528,1.24938092106067,0.909375190734863,"Horseshoe"
"rr201611_051_Vickis_dem_low",1,2.28925311663827,2.28674366956581,2.28674366956581,2.56689592593114,1.51774541413535,1.19540977478027,"Vickis"
"rr201611_051_Vickis_dem_low",2,2.2988515281321,2.27749478035292,2.27749478035292,2.21960656357381,1.42862476084504,1.1030433177948,"Vickis"
"rr201611_051_Vickis_dem_low",3,2.28984726470261,2.26776527938569,2.26776527938569,2.77881662813609,1.61474249600205,1.41768312454224,"Vickis"
"rr201611_051_Vickis_dem_low",4,2.38877293684094,2.38190978918818,2.38190978918818,2.20519044528218,1.42490519005508,0.764199733734131,"Vickis"
"rr201611_051_Vickis_dem_low",5,2.14777291176304,2.16294536773142,2.16294536773142,1.94121910566603,1.22192692262475,1.12916564941406,"Vickis"
"rr201611_051_Vickis_dem_low",6,2.21426818600371,2.21493150228887,2.21493150228887,3.31871164635826,1.68191349050304,1.8160502910614,"Vickis"
"rr201611_051_Vickis_dem_low",7,2.25682106933613,2.25022292850892,2.25022292850892,2.74641942127163,1.55650671422832,1.41736149787903,"Vickis"
"rr201611_051_Vickis_dem_low",8,2.40657616335123,2.40796773746616,2.40796773746616,3.26580783578516,1.79699062515051,1.02698588371277,"Vickis"
"rr201611_051_Vickis_dem_low",9,2.1688798211465,2.15335530633679,2.15335530633679,1.9649573203079,1.26053815596662,1.27574491500854,"Vickis"
"rr201611_051_Vickis_dem_low",10,2.21320179760055,2.22478956608155,2.22478956608155,2.82414809683174,1.57965675288631,1.58697247505188,"Vickis"
"rr201611_051_Vickis_dem_low",11,2.30331744714719,2.27243122537911,2.27243122537911,2.37439974405279,1.45704266346308,1.16594982147217,"Vickis"
"rr201611_051_Vickis_dem_low",12,2.39792304485845,2.3722450315333,2.3722450315333,2.57750352512055,1.56696398534975,0.939178228378296,"Vickis"
"rr201611_051_Vickis_dem_low",13,2.27845040199133,2.27047879608959,2.27047879608959,2.13267946073331,1.37694926821889,1.0485405921936,"Vickis"
"rr201611_051_Vickis_dem_low",14,2.27940943459094,2.27440926701823,2.27440926701823,2.32061002814082,1.53902428487832,1.27836680412292,"Vickis"
"rr201611_051_Vickis_dem_low",15,2.46672327586359,2.4583453965859,2.4583453965859,2.58325904659287,1.53188572281194,0.67034387588501,"Vickis"
"rr201611_051_Vickis_dem_low",16,2.24954187383581,2.25728845171654,2.25728845171654,2.16516525131598,1.38954190153556,1.1187207698822,"Vickis"
"rr201611_052_SouthIsland_dem_low",1,2.28301025263797,2.31088082743526,2.31088082743526,1.34015049163641,1.10844632772049,0.460480690002441,"South Island"
"rr201611_052_SouthIsland_dem_low",2,2.26228195023001,2.27553333961392,2.27553333961392,1.56547962973336,1.15737190176265,0.634237766265869,"South Island"
"rr201611_052_SouthIsland_dem_low",3,2.27284111713636,2.29098380144422,2.29098380144422,1.38545139519153,1.1235531380539,0.528480768203735,"South Island"
"rr201611_052_SouthIsland_dem_low",4,2.03568247225157,2.00228319334981,2.00228319334981,1.68843116110116,1.17350207727833,1.72322034835815,"South Island"
"rr201611_052_SouthIsland_dem_low",5,2.11419634162556,2.15272896179457,2.15272896179457,1.5593479933613,1.1695322355778,1.0103554725647,"South Island"
"rr201611_052_SouthIsland_dem_low",6,2.1556379891972,2.16578576136631,2.16578576136631,1.72756007241122,1.22833944852615,1.1357786655426,"South Island"
"rr201611_052_SouthIsland_dem_low",7,2.23409254805485,2.24899834850812,2.24899834850812,1.41201044672663,1.13683292289958,0.645276308059692,"South Island"
"rr201611_052_SouthIsland_dem_low",8,2.06154645152041,2.10239185896915,2.10239185896915,2.41956761099941,1.29772749774452,1.64054679870605,"South Island"
"rr201611_052_SouthIsland_dem_low",9,2.09513740210281,2.0740737382055,2.0740737382055,1.58504980252352,1.17696530973309,1.35807180404663,"South Island"
"rr201611_052_SouthIsland_dem_low",10,2.06627012137289,2.05407639814112,2.05407639814112,1.75680418254121,1.20005392845158,1.55575823783875,"South Island"
"rr201611_052_SouthIsland_dem_low",11,2.21995106489316,2.22912780596162,2.22912780596162,1.38871733983702,1.13480261515097,0.685806035995483,"South Island"
"rr201611_052_SouthIsland_dem_low",12,2.16932057389482,2.19953586741987,2.19953586741987,2.27522534571755,1.32982540190328,1.24170184135437,"South Island"
"rr201611_052_SouthIsland_dem_low",13,2.02538985575004,2.04656370528172,2.04656370528172,1.70819577336746,1.18808739771919,1.54408717155457,"South Island"
"rr201611_052_SouthIsland_dem_low",14,2.06610824020047,2.05098683463903,2.05098683463903,1.71015051499993,1.16994023073908,1.43937563896179,"South Island"
"rr201611_052_SouthIsland_dem_low",15,2.21216930276634,2.20155758967235,2.20155758967235,1.687458631904,1.19741055074513,0.926427364349365,"South Island"
"rr201611_052_SouthIsland_dem_low",16,2.12807464542296,2.1506006869327,2.1506006869327,2.00068114737278,1.2475204110229,1.25177335739136,"South Island"
"rr201611_053_Trimodal_dem_low",1,2.38351933478375,2.37107181987476,2.37107181987476,1.51961727939392,1.17029581466889,0.475212335586548,"Trimodal"
"rr201611_053_Trimodal_dem_low",2,2.37824250788621,2.38327986758383,2.38327986758383,1.77168910334851,1.2297809444326,0.536339044570923,"Trimodal"
"rr201611_053_Trimodal_dem_low",3,2.36150725302222,2.35916113499173,2.35916113499173,1.82679418997988,1.27335919818537,0.642176628112793,"Trimodal"
"rr201611_053_Trimodal_dem_low",4,2.35424770367407,2.35024374594641,2.35024374594641,1.67263834922707,1.20632379957041,0.566871881484985,"Trimodal"
"rr201611_053_Trimodal_dem_low",5,2.37722991998857,2.36442270737751,2.36442270737751,1.48663718396656,1.14983599190204,0.453988552093506,"Trimodal"
"rr201611_053_Trimodal_dem_low",6,2.38108084552665,2.37467812997348,2.37467812997348,1.75416264856119,1.26554360860893,0.598759412765503,"Trimodal"
"rr201611_053_Trimodal_dem_low",7,2.39329847697861,2.3858919714795,2.3858919714795,1.73788656637396,1.25554509204321,0.563740491867065,"Trimodal"
"rr201611_053_Trimodal_dem_low",8,2.42928729192968,2.43347059566932,2.43347059566932,1.59643959875682,1.20074164347193,0.418514013290405,"Trimodal"
"rr201611_053_Trimodal_dem_low",9,2.3386057299218,2.33521770125399,2.33521770125399,1.77573412114327,1.26020886618335,0.678777456283569,"Trimodal"
"rr201611_053_Trimodal_dem_low",10,2.37943048462849,2.36795241734428,2.36795241734428,1.68301051240289,1.19276778426727,0.513730049133301,"Trimodal"
"rr201611_053_Trimodal_dem_low",11,2.37403934231329,2.3771317079405,2.3771317079405,1.54908879347342,1.16977515390347,0.464568376541138,"Trimodal"
"rr201611_053_Trimodal_dem_low",12,2.31144587586959,2.30791878637858,2.30791878637858,1.57121942334738,1.15700526693002,0.566192030906677,"Trimodal"
"rr201611_053_Trimodal_dem_low",13,2.39941193473377,2.40392008682875,2.40392008682875,1.75223655019744,1.23551456035853,0.506153583526611,"Trimodal"
"rr201611_053_Trimodal_dem_low",14,2.38214123307443,2.38048282900858,2.38048282900858,1.80680615036081,1.2460324277901,0.562426090240479,"Trimodal"
"rr201611_053_Trimodal_dem_low",15,2.43804481258873,2.42969050340928,2.42969050340928,1.76822304931023,1.24763433109592,0.475953578948975,"Trimodal"
"rr201611_053_Trimodal_dem_low",16,2.29365498992485,2.28923885287475,2.28923885287475,1.4558179331186,1.11105674333852,0.502596616744995,"Trimodal"
"rr201611_054_lagoon02_dem_low",1,2.38997631114034,2.38673861401015,2.38673861401015,2.27357436670284,1.30769797835078,0.623874425888062,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",2,2.4307160657404,2.42172720056664,2.42172720056664,1.8795445681814,1.28030132116288,0.524313449859619,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",3,2.49716224293843,2.48666546233435,2.48666546233435,2.02062090064899,1.36891959307831,0.489532470703125,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",4,2.40122088499877,2.40024758931684,2.40024758931684,2.42253854314101,1.35819079496443,0.649320363998413,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",5,2.58301723933525,2.58501321930084,2.58501321930084,3.0106196128687,1.75844165091289,0.538648366928101,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",6,2.46808733421961,2.46785292322784,2.46785292322784,2.04364167702072,1.35343235311291,0.509753465652466,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",7,2.45754965807153,2.43801833131173,2.43801833131173,2.18124895232096,1.33656364934871,0.549647331237793,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",8,2.47491496486299,2.46193247134738,2.46193247134738,2.13526355072473,1.3948848163428,0.554810762405396,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",9,2.49868189403709,2.49781822853753,2.49781822853753,2.86381691225182,1.66415021180888,0.670141339302063,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",10,2.4182795128165,2.41475860616575,2.41475860616575,2.08583554113422,1.34323016767181,0.602519750595093,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",11,2.36057595208366,2.35610899432986,2.35610899432986,1.95048446290729,1.23853584640753,0.601598024368286,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",12,2.38699654764333,2.3784306880885,2.3784306880885,2.67997176014237,1.40334031404016,0.750228404998779,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",13,2.31996591070761,2.3401673399656,2.3401673399656,1.52962992476696,1.11831313126827,0.435565710067749,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",14,2.34113318370344,2.31600162279557,2.31600162279557,1.46408967621392,1.08887892313248,0.407634735107422,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",15,2.29217547945579,2.2726639512371,2.2726639512371,1.61877313643544,1.12056491086723,0.555880069732666,"Lagoon 2"
"rr201611_054_lagoon02_dem_low",16,2.48630450997741,2.48091250282708,2.48091250282708,2.42029824163987,1.43766953859594,0.551772594451904,"Lagoon 2"
"rr201611_055_Lagoon01_dem_low",1,2.48838219810194,2.46769510567665,2.46769510567665,1.77698452130534,1.2632398100236,0.431653022766113,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",2,2.53200154173768,2.52957824723118,2.52957824723118,1.72824847814974,1.24551988637603,0.335082769393921,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",3,2.45345296483604,2.43107598508987,2.43107598508987,1.63400795089037,1.20849721746306,0.430833578109741,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",4,2.52438850682119,2.51369989958348,2.51369989958348,1.85918802658127,1.3100930323652,0.403562068939209,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",5,2.47045424889861,2.46281119778596,2.46281119778596,1.70017764059813,1.21984315868227,0.397340059280396,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",6,2.47001593944835,2.46301807658521,2.46301807658521,1.62251639915322,1.21026418469345,0.387470006942749,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",7,2.42340135195601,2.41819986083244,2.41819986083244,1.83605160000197,1.26295189539692,0.512114763259888,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",8,2.51499544894712,2.50828415252068,2.50828415252068,1.86907472867108,1.31502789766613,0.414909839630127,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",9,2.43170863228742,2.42401853509133,2.42401853509133,1.73933690909568,1.24659242310349,0.484267711639404,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",10,2.38643394642864,2.37769652142372,2.37769652142372,1.82002633150121,1.25378699913667,0.577758312225342,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",11,2.4162367341637,2.39058282509909,2.39058282509909,1.72065068334653,1.24753755739345,0.544920682907104,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",12,2.48772339388761,2.48604444788569,2.4860444478857,1.74492682619947,1.25184862671242,0.395197868347168,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",13,2.39042112401618,2.38365032593134,2.38365032593134,2.29746415410659,1.42315813555227,0.75776743888855,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",14,2.35622062636745,2.35195524754688,2.35195524754688,2.1297920304865,1.33909110298457,0.743843078613281,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",15,2.37402959422438,2.37218729042917,2.37218729042917,1.70817096043591,1.20066701805308,0.517442941665649,"Lagoon 1"
"rr201611_055_Lagoon01_dem_low",16,2.39816103778877,2.37063472961335,2.37063472961335,1.6102659578864,1.19195338085595,0.507805824279785,"Lagoon 1"
"rr201611_055_LizardHead_dem_low",1,2.1803340815348,2.15366731849255,2.15366731849255,1.37204086565765,1.10218295633723,0.7696213722229,"Lizard Head"
"rr201611_055_LizardHead_dem_low",2,2.25121703505957,2.2388829387042,2.2388829387042,1.39809831639456,1.12098821891718,0.626081705093384,"Lizard Head"
"rr201611_055_LizardHead_dem_low",3,2.25541225454824,2.26333871009725,2.26333871009725,1.45344190818754,1.14952258629235,0.643732070922852,"Lizard Head"
"rr201611_055_LizardHead_dem_low",4,2.26294380590809,2.25645727108175,2.25645727108175,1.33431916410806,1.1021958174646,0.539003372192383,"Lizard Head"
"rr201611_055_LizardHead_dem_low",5,2.18754337763347,2.19038499676724,2.19038499676724,1.59318945305254,1.1981285910535,0.964910745620728,"Lizard Head"
"rr201611_055_LizardHead_dem_low",6,2.31684905510065,2.31221565688986,2.31221565688986,1.41915108690369,1.12491717281852,0.493850708007812,"Lizard Head"
"rr201611_055_LizardHead_dem_low",7,2.20956585893646,2.17712230499505,2.17712230499505,1.37979640810468,1.11156704762501,0.743052959442139,"Lizard Head"
"rr201611_055_LizardHead_dem_low",8,2.15438705677912,2.13631382168376,2.13631382168376,1.44050250001319,1.11133007085639,0.854981184005737,"Lizard Head"
"rr201611_055_LizardHead_dem_low",9,2.24104931307537,2.22271242639488,2.22271242639488,1.46583929559613,1.12975353414627,0.687153339385986,"Lizard Head"
"rr201611_055_LizardHead_dem_low",10,2.26284652397114,2.26838196341309,2.26838196341309,1.3330516993897,1.10121433192154,0.514571905136108,"Lizard Head"
"rr201611_055_LizardHead_dem_low",11,2.16566125913187,2.15741520371441,2.15741520371441,1.3855727870247,1.09650947249378,0.737301111221313,"Lizard Head"
"rr201611_055_LizardHead_dem_low",12,2.24325671466863,2.26194870070161,2.26194870070161,1.45740649889876,1.13548563908202,0.613716602325439,"Lizard Head"
"rr201611_055_LizardHead_dem_low",13,2.23422059438679,2.21893783014233,2.21893783014233,1.42958072270809,1.13729639977474,0.717418670654297,"Lizard Head"
"rr201611_055_LizardHead_dem_low",14,2.27780909830964,2.26088047562707,2.26088047562707,1.4201039007915,1.13187388416085,0.607212781906128,"Lizard Head"
"rr201611_055_LizardHead_dem_low",15,2.20068716536314,2.19171317927142,2.19171317927142,1.37346140600744,1.11993129483768,0.733863115310669,"Lizard Head"
"rr201611_055_LizardHead_dem_low",16,2.24089595498651,2.22175135225701,2.22175135225701,1.45054514508416,1.14116955388769,0.721060991287231,"Lizard Head"
"rr201611_056_TurtleBeach_dem_low",1,2.26893015579078,2.28519273244749,2.28519273244749,2.13685137659431,1.32587929094931,0.91645073890686,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",2,2.28779508951885,2.30123036250048,2.30123036250048,1.90586259114865,1.27056863827729,0.780466318130493,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",3,2.19912168290611,2.19152158606863,2.19152158606863,1.70781248318744,1.18862873518938,0.935763835906982,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",4,2.12756759931083,2.12890857422022,2.12890857422022,1.6717348919857,1.12187732964069,0.92011022567749,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",5,2.27021542163273,2.27272129946847,2.27272129946847,1.80818771018387,1.22522636740282,0.778135538101196,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",6,2.39094114601786,2.38770264273731,2.38770264273731,1.78978907320619,1.2520056749651,0.555884122848511,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",7,2.22861617573341,2.23074994262649,2.23074994262649,1.88543155953417,1.21343917027071,0.873780965805054,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",8,2.29074138161976,2.31253375321662,2.31253375321662,2.17216419849414,1.32976921815538,0.839259624481201,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",9,2.27136055092571,2.27941419275949,2.27941419275949,1.68440219714744,1.17913049032181,0.670982360839844,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",10,2.33844478956807,2.33047709848104,2.33047709848104,1.72777966980674,1.21047719018,0.613723754882812,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",11,2.31382798028906,2.31119739934939,2.31119739934939,1.95554335008059,1.22677201955872,0.683563470840454,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",12,2.43967531726935,2.43495822026315,2.43495822026315,1.93616404346361,1.26698902002426,0.487347841262817,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",13,2.20847171431307,2.23161320263746,2.23161320263746,1.50771548518861,1.11124104740004,0.61423397064209,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",14,2.27708184275475,2.28236044350134,2.28236044350134,1.55305206517611,1.14860117406112,0.600674510002136,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",15,2.18521712844899,2.18286777836295,2.18286777836295,1.56702358434888,1.10639004511875,0.710430264472961,"Turtle Beach"
"rr201611_056_TurtleBeach_dem_low",16,2.40499558443059,2.40521049369888,2.40521049369888,1.69205132088296,1.17716801719934,0.431301593780518,"Turtle Beach"
